File Name,Date,Particulars,Vch Type,Vch No.,Debit,Credit
V.S.KHANOLKAR PRIVATE LIMITED.pdf,5-Nov-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1716.00 Dr
CGST
154.44 Dr
SGST
154.44 Dr",156.0,2024.88,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,13-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3247.20 Dr
CGST
292.25 Dr
SGST
292.25 Dr",157.0,3831.7,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,27-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1214.40 Dr
CGST
109.30 Dr
SGST
109.30 Dr",158.0,1214.4,
GULSHAN TRADERS.pdf,11-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1320.00 Dr
CGST
118.80 Dr
SGST
118.80 Dr",159.0,1320.0,
KARTHIK ENTERPRISES.pdf,16-Apr-19,"HDFC Bank  9564 6,900.00 125 Payment
POS 524254XXXXXX1996 KARTHIK",Payment,125.0,,6900.0
UNITED SALES AND SERVICE CO.pdf,1-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
348.00 Dr
CGST
31.32 Dr
CGST
12.60 Dr
SGST
31.32 Dr
SGST
12.60 Dr",336.0,348.0,
UNITED SALES AND SERVICE CO.pdf,1-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
348.00 Dr
CGST
31.32 Dr
CGST
12.60 Dr
SGST
31.32 Dr
SGST
12.60 Dr",337.0,348.0,
NATIONAL ENGINEERING COMPANY.pdf,4-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
1186.45 Dr
IGST
213.56 Dr",303.0,1186.45,
NATIONAL ENGINEERING COMPANY.pdf,6-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
203.40 Dr
IGST
36.61 Dr",304.0,203.4,
NATIONAL ENGINEERING COMPANY.pdf,10-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
508.48 Dr
IGST
91.53 Dr",307.0,600.1,
NATIONAL ENGINEERING COMPANY.pdf,2-Mar-20,"(as per details)
PURCHASES
IGST","PURCHASES
508.48 Dr
IGST
91.52 Dr",305.0,508.48,
NATIONAL ENGINEERING COMPANY.pdf,10-Mar-20,"(as per details)
PURCHASES
IGST","PURCHASES
508.47 Dr
IGST
91.53 Dr",306.0,508.47,
MINISTRY OF RAILWAYS.pdf,29-Aug-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NOPS","PURCHASES
1343.00 Dr
IGST
67.15 Dr",7.0,1410.15,
EMMBROS OVERSEAS LIFESTYLE PRIVATE LIMITED.pdf,26-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
846.62 Dr
CGST
76.19 Dr
SGST
76.19 Dr",160.0,846.62,
RAVR ENTERPRISES.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
256.28 Dr
CGST
6.41 Dr
SGST
6.41 Dr",282.0,269.09,
INDUSTRIAL BELTS AND BEARING CENTRE.pdf,3-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3320.00 Dr
CGST
298.80 Dr
SGST
298.00 Dr",81.0,3320.0,
INDUSTRIAL BELTS AND BEARING CENTRE.pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
11409.38 Dr
CGST
1026.81 Dr
SGST
1026.81 Dr",82.0,13463.0,
INDUSTRIAL BELTS AND BEARING CENTRE.pdf,31-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
480.00 Dr
CGST
43.20 Dr
SGST
43.20 Dr",83.0,480.0,
JAYA AGENCIES.pdf,9-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4689.00 Dr
CGST
281.36 Dr
SGST
281.36 Dr",193.0,4689.0,
JAYA AGENCIES.pdf,13-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2547.19 Dr
CGST
215.91 Dr
SGST
215.91 Dr",198.0,2547.19,
JAYA AGENCIES.pdf,15-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2766.97 Dr
CGST
166.02 Dr
SGST
166.02 Dr",200.0,2766.97,
JAYA AGENCIES.pdf,19-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5658.07 Dr
CGST
342.46 Dr
SGST
342.46 Dr",201.0,5658.07,
JAYA AGENCIES.pdf,29-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2823.63 Dr
CGST
170.69 Dr
SGST
170.69 Dr",202.0,2823.63,
JAYA AGENCIES.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2296.43 Dr
CGST
137.79 Dr
SGST
135.79 Dr",192.0,2296.43,
JAYA AGENCIES.pdf,9-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
7267.59 Dr
CGST
481.21 Dr
CGST
428.37 Dr
SGST
481.21 Dr
SGST
428.37 Dr",194.0,7267.59,
JAYA AGENCIES.pdf,9-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
7267.59 Dr
CGST
481.21 Dr
CGST
428.37 Dr
SGST
481.21 Dr
SGST
428.37 Dr",195.0,7267.59,
JAYA AGENCIES.pdf,13-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7230.82 Dr
CGST
569.08 Dr
SGST
569.08 Dr",196.0,7230.82,
JAYA AGENCIES.pdf,13-Jul-19,Transaction details,Purchase,,47331.0,
JAYA AGENCIES.pdf,16-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
130.05 Dr
CGST
8.97 Dr
SGST
8.97 Dr",138.0,130.05,
JAYA AGENCIES.pdf,26-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
11401.06 Dr
CGST
749.47 Dr
SGST
749.47 Dr",199.0,12900.0,
JAYA AGENCIES.pdf,3-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
10677.50 Dr
CGST
663.46 Dr
SGST
663.46 Dr",185.0,12000.0,
JAYA AGENCIES.pdf,20-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
250.00 Dr
CGST
15.00 Dr
SGST
15.00 Dr",186.0,250.0,
JAYA AGENCIES.pdf,11-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
383.92 Dr
CGST
23.04 Dr
SGST
23.04 Dr",187.0,383.92,
JAYA AGENCIES.pdf,16-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
93.74 Dr
CGST
5.63 Dr
SGST
5.63 Dr",188.0,93.74,
JAYA AGENCIES.pdf,20-Dec-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
8397.04 Dr
CGST
526.48 Dr
CGST
399.90 Dr
SGST
526.48 Dr
SGST
399.90 Dr",189.0,8397.04,
JAYA AGENCIES.pdf,20-Dec-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
8397.04 Dr
CGST
526.48 Dr
CGST
399.90 Dr
SGST
526.48 Dr
SGST
399.90 Dr",203.0,8397.04,
JAYA AGENCIES.pdf,25-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
959.46 Dr
CGST
70.27 Dr
SGST
70.27 Dr",190.0,959.46,
JAYA AGENCIES.pdf,14-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
98.22 Dr
CGST
5.89 Dr
SGST
5.89 Dr",191.0,98.22,
GALAXY PAINTS AND HARDWARES.pdf,14-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
508.45 Dr
CGST
45.76 Dr
SGST
45.76 Dr",183.0,599.97,
GALAXY PAINTS AND HARDWARES.pdf,18-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
67.80 Dr
CGST
6.10 Dr
SGST
6.10 Dr",184.0,67.8,
YOUR ACCESSORIES STORE.pdf,4-Jul-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO QNTN-","PURCHASES
414.40 Dr
IGST
74.59 Dr",13.0,488.99,
VENDORSKART ONLINE SERVICES PRIVATE LIMITED.pdf,26-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
843.22 Dr
CGST
75.89 Dr
SGST
75.89 Dr",164.0,843.22,
MODERN SUPPLY AGENCY.pdf,8-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3900.00 Dr
CGST
351.00 Dr
SGST
351.00 Dr",250.0,3900.0,
MODERN SUPPLY AGENCY.pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3350.00 Dr
CGST
301.50 Dr
SGST
301.50 Dr",251.0,3350.0,
MODERN SUPPLY AGENCY.pdf,27-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
700.00 Dr
CGST
63.00 Dr
SGST
63.00 Dr",252.0,700.0,
MODERN SUPPLY AGENCY.pdf,28-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
700.00 Dr
CGST
63.00 Dr
SGST
63.00 Dr",253.0,700.0,
COALESCENT INDIA.pdf,26-Jul-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO QNWI-","PURCHASES
546.61 Dr
IGST
98.39 Dr",11.0,546.61,
SRI VENKATESHWARA BATTERY WORKS & AUTO ELECTRICAL WORKS.pdf,28-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4921.00 Dr
CGST
688.94 Dr
SGST
688.94 Dr",249.0,4921.0,
SRI VARU POWER TOOLS CO..pdf,24-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5392.44 Dr
CGST
485.28 Dr
SGST
485.28 Dr",136.0,5392.44,
SRI VARU POWER TOOLS CO..pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
1670.00 Dr
CGST
150.30 Dr
CGST
177.03 Dr
SGST
150.30 Dr
SGST
177.03 Dr",134.0,1967.0,
SRI VARU POWER TOOLS CO..pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
1670.00 Dr
CGST
150.30 Dr
CGST
177.03 Dr
SGST
150.30 Dr
SGST
177.03 Dr",135.0,1967.0,
SRI VARU POWER TOOLS CO..pdf,21-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
713.00 Dr
CGST
64.17 Dr
CGST
14.49 Dr
SGST
64.17 Dr
SGST
14.49 Dr",143.0,713.0,
SRI VARU POWER TOOLS CO..pdf,21-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
713.00 Dr
CGST
64.17 Dr
CGST
14.49 Dr
SGST
64.17 Dr
SGST
14.49 Dr",144.0,713.0,
SRI VARU POWER TOOLS CO..pdf,26-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
170.00 Dr
CGST
15.30 Dr
SGST
15.30 Dr",142.0,170.0,
SRI VARU POWER TOOLS CO..pdf,8-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST",Payment,823.0,,1130.0
SRI VARU POWER TOOLS CO..pdf,8-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST",Payment,128.0,,1130.0
SRI VARU POWER TOOLS CO..pdf,8-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST",Payment,145.0,,1130.0
SRI VARU POWER TOOLS CO..pdf,31-Jul-19,"HDFC Bank  9564 1,460.00 1061 Payment
POS 524254XXXXXX1996 SRI VARU",Payment,1061.0,,1460.0
SRI VARU POWER TOOLS CO..pdf,31-Jul-19,Transaction details,Purchase,,13094.0,
SRI VARU POWER TOOLS CO..pdf,31-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1238.00 Dr
CGST
111.42 Dr
SGST
111.42 Dr",346.0,1238.0,
SRI VARU POWER TOOLS CO..pdf,14-Aug-19,"(as per details)
PURCHASES
CGST
SGST",Payment,1137.0,,12649.0
SRI VARU POWER TOOLS CO..pdf,14-Aug-19,"(as per details)
PURCHASES
CGST
SGST",Payment,137.0,,12649.0
SRI VARU POWER TOOLS CO..pdf,17-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7242.44 Dr
CGST
651.78 Dr
SGST
651.78 Dr",129.0,7242.44,
SRI VARU POWER TOOLS CO..pdf,9-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
160.20 Dr
CGST
14.40 Dr
SGST
14.40 Dr",139.0,160.2,
SRI VARU POWER TOOLS CO..pdf,17-Sep-19,"(as per details)
PURCHASES
CGST
CGST
CGST
SGST
SGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
CGST
7.11 Dr
CGST
7.11 Dr
SGST
320.34 Dr
SGST
7.11 Dr
SGST
7.11 Dr",130.0,3559.32,
SRI VARU POWER TOOLS CO..pdf,17-Sep-19,"(as per details)
PURCHASES
CGST
CGST
CGST
SGST
SGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
CGST
7.11 Dr
CGST
7.11 Dr
SGST
320.34 Dr
SGST
7.11 Dr
SGST
7.11 Dr",140.0,3559.32,
SRI VARU POWER TOOLS CO..pdf,17-Sep-19,"(as per details)
PURCHASES
CGST
CGST
CGST
SGST
SGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
CGST
7.11 Dr
CGST
7.11 Dr
SGST
320.34 Dr
SGST
7.11 Dr
SGST
7.11 Dr",141.0,3559.32,
SRI VARU POWER TOOLS CO..pdf,20-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
SGST
320.34 Dr",342.0,3559.32,
SRI VARU POWER TOOLS CO..pdf,5-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1635.52 Dr
CGST
147.24 Dr
SGST
147.24 Dr",132.0,1635.52,
SRI VARU POWER TOOLS CO..pdf,3-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1636.00 Dr
CGST
147.24 Dr
SGST
147.24 Dr",133.0,1636.0,
RAMCHAND AND CO.pdf,4-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
350.00 Dr
CGST
31.50 Dr
SGST
31.50 Dr",92.0,350.0,
KRISHNA ELECTRIC.pdf,15-Jun-19,"HDFC Bank  9564 14,800.00 610 Payment
POS 524254XXXXXX1996 KRISHNA",Payment,610.0,,14800.0
TATA SIA AIRLINES LIMITED.pdf,18-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4200.00 Dr
CGST
105.00 Dr
SGST
105.00 Dr",162.0,4200.0,
M B SALES INTERNATIONAL.pdf,23-Apr-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
100.00 Dr
CGST
9.00 Dr
CGST
19.50 Dr
SGST
9.00 Dr
SGST
19.50 Dr",126.0,220.0,
M B SALES INTERNATIONAL.pdf,23-Apr-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
100.00 Dr
CGST
9.00 Dr
CGST
19.50 Dr
SGST
9.00 Dr
SGST
19.50 Dr",127.0,220.0,
PIXEL INCORPORATION.pdf,7-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
177.68 Dr
CGST
10.66 Dr
SGST
10.66 Dr",283.0,177.68,
MAHAVEER METALS.pdf,4-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1370.00 Dr
CGST
82.20 Dr
SGST
82.20 Dr",237.0,1370.0,
PRAKASH AGENCIES.pdf,26-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
484.00 Dr
CGST
43.56 Dr
SGST
43.56 Dr",146.0,571.12,
ONE 97 COMMUNICATION LTD.pdf,4-May-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
228.00 Dr
IGST
41.04 Dr",19.0,269.04,
ONE 97 COMMUNICATION LTD.pdf,1-Jul-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
456.00 Dr
IGST
82.08 Dr
IGST
123.12 Dr",328.0,684.0,
ONE 97 COMMUNICATION LTD.pdf,1-Jul-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
456.00 Dr
IGST
82.08 Dr
IGST
123.12 Dr",340.0,684.0,
ONE 97 COMMUNICATION LTD.pdf,22-Aug-19,"(as per details)
PURCHASES
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
472.88 Dr
IGST
85.12 Dr
IGST
42.56 Dr",20.0,472.88,
ONE 97 COMMUNICATION LTD.pdf,22-Aug-19,"(as per details)
PURCHASES
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
472.88 Dr
IGST
85.12 Dr
IGST
42.56 Dr",21.0,472.88,
ONE 97 COMMUNICATION LTD.pdf,4-Sep-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
236.44 Dr
IGST
42.56 Dr",22.0,236.44,
ONE 97 COMMUNICATION LTD.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
836.44 Dr
IGST
150.56 Dr
IGST
127.68 Dr
IGST
50.19 Dr",23.0,836.44,
ONE 97 COMMUNICATION LTD.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
836.44 Dr
IGST
150.56 Dr
IGST
127.68 Dr
IGST
50.19 Dr",24.0,836.44,
ONE 97 COMMUNICATION LTD.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
836.44 Dr
IGST
150.56 Dr
IGST
127.68 Dr
IGST
50.19 Dr",25.0,836.44,
ONE 97 COMMUNICATION LTD.pdf,19-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
278.81 Dr
IGST
50.19 Dr",26.0,278.81,
ONE 97 COMMUNICATION LTD.pdf,19-Oct-19,Transaction details,Purchase,,5212.04,
ONE 97 COMMUNICATION LTD.pdf,23-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
236.44 Dr
IGST
42.56 Dr",27.0,236.44,
ONE 97 COMMUNICATION LTD.pdf,2-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
380.51 Dr
IGST
68.49 Dr",28.0,380.51,
ONE 97 COMMUNICATION LTD.pdf,19-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
278.81 Dr
IGST
50.19 Dr",29.0,278.81,
ONE 97 COMMUNICATION LTD.pdf,16-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
236.44 Dr
IGST
42.56 Dr",30.0,236.44,
ONE 97 COMMUNICATION LTD.pdf,27-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
472.88 Dr
IGST
85.12 Dr",31.0,472.88,
ONE 97 COMMUNICATION LTD.pdf,18-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
472.88 Dr
IGST
85.12 Dr",32.0,472.88,
INTECH SALES CORPORATION.pdf,1-Jun-19,"(as per details)
PURCHASES
IGST","PURCHASES
27000.00 Dr
IGST
4860.00 Dr",338.0,31860.0,
ELEGANT TRADERS.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1980.00 Dr
CGST
178.20 Dr
SGST
178.20 Dr",254.0,1980.0,
COSMUS LIFESTYLE PRIVATE LIMITED.pdf,1-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1100.84 Dr
CGST
99.08 Dr
SGST
99.08 Dr",339.0,1100.84,
SHOPDRIVE.pdf,22-Sep-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO DEL","PURCHASES
211.00 Dr
IGST
37.98 Dr",6.0,248.98,
KRISHNA AGENCY.pdf,18-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4915.25 Dr
CGST
442.50 Dr
SGST
442.50 Dr",333.0,5800.25,
KRISHNA AGENCY.pdf,15-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
12542.00 Dr
CGST
1129.00 Dr
SGST
1129.00 Dr",285.0,14800.0,
LINK AUTOMOBILE & HARWARE.pdf,2-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3389.82 Dr
CGST
305.09 Dr
SGST
305.09 Dr",216.0,3389.82,
CLOUDTAIL.pdf,11-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
163.56 Dr
IGST
29.44 Dr",34.0,163.56,
CLOUDTAIL.pdf,1-Sep-19,"(as per details)
PURCHASES
IGST","PURCHASES
1719.49 Dr
IGST
309.51 Dr",62.0,1719.49,
CLOUDTAIL.pdf,22-Dec-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
390.68 Dr
IGST
70.32 Dr
IGST
24.06 Dr",63.0,390.68,
CLOUDTAIL.pdf,22-Dec-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
390.68 Dr
IGST
70.32 Dr
IGST
24.06 Dr",325.0,390.68,
CLOUDTAIL.pdf,16-Jan-20,"(as per details)
PURCHASES
IGST","PURCHASES
776.19 Dr
IGST
38.81 Dr",326.0,776.19,
URBAN LIFE STYLE.pdf,1-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
237.14 Dr
IGST
11.86 Dr",345.0,237.14,
G S HARDWARE.pdf,3-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
339.80 Dr
CGST
30.60 Dr
SGST
30.60 Dr",238.0,339.8,
ZENITH INDUSTRIAL SUPPLIES.pdf,4-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3000.00 Dr
CGST
270.00 Dr
SGST
270.00 Dr",84.0,3000.0,
MAHINDRA AND MAHINDRA LIMITED.pdf,27-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
1190.00 Dr
IGST
214.20 Dr",40.0,1404.2,
S.N. BATTERY POINT.pdf,22-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1718.74 Dr
CGST
240.63 Dr
SGST
240.63 Dr",267.0,1718.74,
INTERGLOBE AVIATION LIMITED.pdf,4-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
16512.00 Dr
IGST
825.00 Dr",33.0,17337.0,
INTERGLOBE AVIATION LIMITED.pdf,11-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3077.00 Dr
CGST
77.00 Dr
SGST
77.00 Dr",88.0,3077.0,
INTERGLOBE AVIATION LIMITED.pdf,4-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2075.00 Dr
CGST
52.00 Dr
SGST
52.00 Dr",89.0,2075.0,
INTERGLOBE AVIATION LIMITED.pdf,18-Sep-19,"HDFC Bank  9564 5,499.00 1349 Payment
POS 524254XXXXXX1996 INTERGLOBE",Payment,1349.0,,5499.0
INTERGLOBE AVIATION LIMITED.pdf,3-Nov-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
4118.00 Dr
IGST
206.00 Dr
IGST
228.00 Dr",36.0,4557.0,
INTERGLOBE AVIATION LIMITED.pdf,3-Nov-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
4118.00 Dr
IGST
206.00 Dr
IGST
228.00 Dr",302.0,4557.0,
INTERGLOBE AVIATION LIMITED.pdf,26-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
4172.00 Dr
IGST
209.00 Dr",41.0,4172.0,
INTERGLOBE AVIATION LIMITED.pdf,27-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
11000.00 Dr
CGST
276.00 Dr
SGST
276.00 Dr",90.0,11552.0,
INTERGLOBE AVIATION LIMITED.pdf,1-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
6668.00 Dr
CGST
166.00 Dr
SGST
166.00 Dr",87.0,7000.0,
LIBERTY GENERAL INSURANCE LIMITED.pdf,29-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
15712.00 Dr
CGST
1199.76 Dr
SGST
1199.76 Dr",91.0,18111.52,
TRANSMISSION CHAIN CENTRE.pdf,3-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
660.20 Dr
CGST
59.40 Dr
SGST
59.40 Dr",260.0,660.2,
TRUSTEDGES.pdf,26-Jun-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO  IN-","PURCHASES
363.56 Dr
IGST
65.44 Dr",14.0,363.56,
S & S INDUSTRIAL PRODUCTS.pdf,16-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7958.52 Dr
CGST
716.26 Dr
SGST
716.26 Dr",262.0,9391.04,
cleartrip.pdf,2-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
237.28 Dr
IGST
42.71 Dr",46.0,279.99,
cleartrip.pdf,8-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
762.72 Dr
IGST
137.29 Dr",47.0,900.01,
cleartrip.pdf,24-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
211.83 Dr
IGST
38.13 Dr",45.0,249.96,
cleartrip.pdf,11-Aug-19,"(as per details)
PURCHASES
IGST","PURCHASES
237.29 Dr
IGST
42.71 Dr",42.0,237.29,
cleartrip.pdf,30-Sep-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
296.67 Dr
IGST
53.40 Dr
IGST
42.72 Dr",43.0,350.07,
cleartrip.pdf,30-Sep-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
296.67 Dr
IGST
53.40 Dr
IGST
42.72 Dr",44.0,350.07,
HILTI INDIA  PVT LTD.pdf,10-Apr-19,"HDFC Bank  9564 7,479.00 73 Payment",Payment,73.0,,7479.0
HILTI INDIA  PVT LTD.pdf,6-Jan-20,"HDFC Bank  9564 5,518.90 1902 Payment",Payment,1902.0,,5518.9
HILTI INDIA  PVT LTD.pdf,13-Feb-20,"HDFC Bank  9564 19,109.00 2049 Payment",Payment,2049.0,,19109.0
HILTI  INDIA  PRIVATE  LIMITED.pdf,5-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
6338.68 Dr
CGST
570.48 Dr
SGST
570.48 Dr",70.0,7479.64,
HILTI  INDIA  PRIVATE  LIMITED.pdf,24-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2786.98 Dr
CGST
250.83 Dr
SGST
250.83 Dr",76.0,3288.64,
HILTI  INDIA  PRIVATE  LIMITED.pdf,10-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2836.80 Dr
CGST
255.31 Dr
SGST
255.31 Dr",69.0,3347.42,
HILTI  INDIA  PRIVATE  LIMITED.pdf,17-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5625.00 Dr
CGST
506.25 Dr
SGST
506.25 Dr",71.0,6637.5,
HILTI  INDIA  PRIVATE  LIMITED.pdf,14-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5937.76 Dr
CGST
534.40 Dr
SGST
534.40 Dr",72.0,7006.56,
HILTI  INDIA  PRIVATE  LIMITED.pdf,2-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
6446.58 Dr
CGST
580.19 Dr
SGST
580.19 Dr",73.0,7606.96,
